,product_name,sale_price,regular_price,category
1174,simply vera vera wang  ... simulated crystal collar necklace,20.4,34.0,necklace
1175,long simulated pearl double ... strand station necklace,20.4,34.0,earring
1176,simply vera vera wang multi ... row blue bracelet,20.4,34.0,bracelet
1177,faceted stone circle pendant ... necklace,8.1,18.0,necklace
1178,1928 black bead eyeglass ... chain,13.5,18.0,other
1179,1928 blue flower drop ... earrings,13.5,18.0,earring
1180,pet friends simulated crystal ... paw print disc drop earrings,8.0,16.0,earring
1181,pet friends simulated crystal ... dog bone pendant and cutout charm necklace,10.0,20.0,necklace
1182,"gold tone star, moon & heart ... nickel free stud earring set",13.2,22.0,earring
1183,knotted long lariat necklace,13.2,22.0,necklace
1184,croft & barrow simulated pearl ... necklace & drop earring set,13.2,22.0,earring
1185,hammered disc double strand ... necklace,13.2,22.0,necklace
1186,gold tone chain detail layered ... multi strand y-necklace,13.2,22.0,necklace
1187,"mudd® heart, coin & leaf ... interchangeable charm necklace set",13.2,22.0,earring
1188,gold tone simulated crystal ... long pendant necklace,13.2,22.0,necklace
1189,simply vera vera pink cushion ... halo linear drop earrings,13.2,22.0,earring
1190,lc lauren conrad flower open ... ring,9.8,14.0,ring
1191,lc lauren conrad openwork ... teardrop earrings,9.8,14.0,earring
1192,lc lauren conrad textured coil ... cuff bracelet,9.8,14.0,bracelet
1193,lc lauren conrad double drop ... earrings,9.8,14.0,earring
1194,lc lauren conrad pave cuff ... bracelet,9.8,14.0,bracelet
1195,lc lauren conrad triple stone ... ring,9.8,14.0,ring
1196,dana buchman semi-hoop ... earrings,9.8,14.0,earring
1197,lc lauren conrad nickel free ... rose gold & silver tone double hoop earrings,9.8,14.0,earring
1198,lc lauren conrad x midi ring,9.8,14.0,ring
1199,lc lauren conrad pineapple ... nickel free blue tassel drop earrings,9.8,14.0,earring
1200,lc lauren conrad simulated ... crystal nickel free burst stud earrings,9.8,14.0,earring
1201,lc lauren conrad elephant ... pendant necklace,9.8,14.0,necklace
1202,lc lauren conrad turtle ... pendant necklace,9.8,14.0,necklace
1203,dana buchman simulated crystal ... textured stretch bracelet,19.6,28.0,bracelet
1204,lc lauren conrad simulated ... pearl y necklace,9.8,14.0,earring
1205,lc lauren conrad lotus flower ... nickel free hoop drop earrings,9.8,14.0,earring
1206,lc lauren conrad silver tone ... filigree hearts drop nickel free earrings,9.8,14.0,earring
1207,lc lauren conrad silver tone ... filigree choker statement necklace,9.8,14.0,necklace
1208,dana buchman rose gold tone ... cubic zirconia hoop earrings,9.8,14.0,earring
1209,lc lauren conrad heart bauble ... shaker pendant necklace,9.8,14.0,earring
1210,dana buchman red circle long ... station necklace,19.6,28.0,necklace
1211,lc lauren conrad love link ... necklace,9.8,14.0,necklace
1212,lc lauren conrad simulated ... crystal gold tone scalloped circle pendant necklace,9.8,14.0,necklace
1213,lc lauren conrad red simulated ... crystal wing earrings,9.8,14.0,earring
1214,lc lauren conrad simulated ... crystal infinity link nickel free bracelet set,9.8,14.0,bracelet
1215,lc lauren conrad pave teardrop ... pendant necklace,9.8,14.0,earring
1216,lc lauren conrad flower drop ... earrings,9.8,14.0,earring
1217,pet friends simulated crystal ... paw print pendant & stud earring set,13.0,26.0,earring
1218,pet friends simulated crystal ... bone pin,13.0,26.0,pin
1219,"pet friends ""#1 mom"" paw print ... pin",13.0,26.0,pin
1220,pet friends simulated pearl & ... crystal cat pin,13.0,26.0,earring
1221,silver tone beaded multi ... strand necklace & stud earring set,13.0,26.0,earring
1222,filigree & simulated stone ... statement necklace,13.0,26.0,necklace
1223,1928 porcelain rose y ... necklace,19.5,26.0,necklace
1224,simply vera vera wang pink ... inverted teardrop earrings,9.6,16.0,earring
1225,napier silver tone hoop ... earrings,9.6,16.0,earring
1226,simply vera vera wang filigree ... double-drop earrings,9.6,16.0,earring
1227,napier silver tone textured ... concentric oval hoop drop earrings,9.6,16.0,earring
1228,napier beaded necklace,19.2,32.0,necklace
1229,napier multistrand necklace,19.2,32.0,necklace
1230,napier silver tone engraved ... simulated crystal collar statement necklace,19.2,32.0,necklace
1231,teardrop earrings,9.6,16.0,earring
1232,napier braided hoop earrings,9.6,16.0,earring
1233,napier gold tone oval hoop ... earrings,9.6,16.0,earring
1234,napier textured oval button ... clip-on earrings,9.6,16.0,earring
1235,napier silver plated glass ... stone drop earrings,9.6,16.0,earring
1236,mudd® simulated crystal & ball ... stud earring set,9.6,16.0,earring
1237,napier cubic zirconia halo ... stud earrings,9.6,16.0,earring
1238,napier two tone button clip on ... earrings,9.6,16.0,earring
1239,napier cubic zirconia star ... button clip-on earrings,9.6,16.0,earring
1240,napier triple hoop earrings,9.6,16.0,earring
1241,white bead cluster snowman ... nickel free drop earrings,5.4,12.0,earring
1242,lc lauren conrad 3-row chevron ... open ring,12.6,18.0,ring
1243,lc lauren conrad open ring,12.6,18.0,ring
1244,silver tone holiday penguin ... pin,6.3,14.0,pin
1245,lc lauren conrad branch cuff ... bracelet,12.6,18.0,bracelet
1246,lc lauren conrad cubic ... zirconia multistrand mama bracelet,12.6,18.0,bracelet
1247,dana buchman cubic zirconia ... drop earrings,12.6,18.0,earring
1248,dana buchman hoop earrings,12.6,18.0,earring
1249,dana buchman hoop drop ... earrings,12.6,18.0,earring
1250,dana buchman cubic zirconia ... round halo stud earrings,12.6,18.0,earring
1251,"christmas stocking, jingle ... bells & snowflake nickel free drop earring set",6.3,14.0,earring
1252,dana buchman simulated crystal ... textured clip-on drop earrings,12.6,18.0,earring
1253,dana buchman pave hoop ... earrings,12.6,18.0,earring
1254,dana buchman ribbed hoop ... earrings,12.6,18.0,earring
1255,lc lauren conrad heart & ball ... stud earring set,12.6,18.0,earring
1256,dana buchman swirl drop ... earrings,12.6,18.0,earring
1257,dana buchman cubic zirconia ... halo stud earrings,12.6,18.0,earring
1258,necklace extender & ... replacement earring back set,12.6,14.0,earring
1259,lc lauren conrad multicolor ... oval long pendant,12.6,18.0,other
1260,dana buchman disc chain tassel ... drop earrings,12.6,18.0,earring
1261,dana buchman brown teardrop ... earrings,12.6,18.0,earring
1262,dana buchman orbital earrings,12.6,18.0,earring
1263,dana buchman purple & gold ... tone teardrop earrings,12.6,18.0,earring
1264,dana buchman simulated stone ... teardrop earrings,12.6,18.0,earring
1265,lc lauren conrad pave star ... drop earrings,12.6,18.0,earring
1266,dana buchman purple simulated ... crystal double drop earrings,12.6,18.0,earring
1267,lc lauren conrad starburst & ... moon y necklace,12.6,18.0,necklace
1268,dana buchman silver tone thick ... drop hoop earrings,12.6,18.0,earring
1269,silver tone long rope chain ... necklace,12.6,14.0,necklace
1270,dana buchman swarovski crystal ... snowflake button stud earrings,12.6,18.0,earring
1271,dana buchman silver tone ... doorknocker hoop clip-on earrings,12.6,18.0,earring
1272,dana buchman silver tone & ... hematite tone linear ring drop earrings,12.6,18.0,earring
1273,napier dragonfly pin,12.0,20.0,pin
1274,long station necklace,12.0,20.0,necklace
1275,simply vera vera wang round ... blue faceted stone necklace,18.0,30.0,necklace
1276,napier swan pin,12.0,20.0,pin
1277,napier love knot stud ... earrings,7.2,12.0,earring
1278,silver tone simulated pearl ... multistrand necklace & drop earring set,12.0,20.0,earring
1279,simply vera vera wang ... simulated stone disc drop earrings,12.0,20.0,earring
1280,simulated pearl twist ... necklace,12.0,20.0,earring
1281,napier gold tone fox pin,12.0,20.0,pin
1282,fringe drop earrings,12.0,20.0,earring
1283,gold tone simulated pearl ... necklace & stud earring set,12.0,20.0,earring
1284,simulated crystal ball drop ... earrings,9.0,18.0,earring
1285,silver-tone textured drop ... earrings,7.2,12.0,earring
1286,silver tone circle pendant & ... drop earring set,9.0,20.0,earring
1287,textured gold tone hoop ... earrings,7.2,12.0,earring
1288,ribbed hoop earrings,7.2,12.0,earring
1289,simply vera vera wang ... simulated crystal y necklace,18.0,30.0,necklace
1290,1928 double teardrop pendant,12.75,,earring
1291,simulated crystal linear drop ... earrings,9.0,18.0,earring
1292,simulated crystal fringe v ... necklace,18.0,30.0,necklace
1293,1928 faceted oval stone ... pendant necklace,18.0,24.0,necklace
1294,napier teardrop stud earrings,7.2,12.0,earring
1295,simulated crystal & simulated ... pearl drop earrings,7.2,12.0,earring
1296,crystal avenue crisscross cuff ... bracelet,36.0,60.0,bracelet
1297,1928 simulated crystal rose ... hinge bracelet,36.0,48.0,bracelet
1298,1928 black beaded nickel free ... chandelier earrings,12.0,16.0,earring
1299,simply vera vera wang faceted ... stone & simulated pearl stretch bracelet set,18.0,30.0,earring
1300,1928 crystal gold-tone dangle ... necklace,36.0,48.0,necklace
1301,1928 silver tone crystal ... filigree necklace,18.0,24.0,necklace
1302,cubic zirconia square stud and ... snowball earring set,8.99,18.0,earring
1303,silver tone cubic zirconia ... nickel free earring set,8.99,18.0,earring
1304,rose gold tone pink simulated ... crystal & pearl nickel free earring set,8.99,18.0,earring
1305,apt. 9® colorful stud earring ... set,8.99,18.0,earring
1306,blue cubic zirconia nickel ... free stud earring set,8.99,18.0,earring
1307,tri tone concentric hoop drop ... earrings,7.0,14.0,earring
1308,lc lauren conrad airplane ... nickel free stud earrings,7.0,10.0,earring
1309,lc lauren conrad cloud link & ... aqua thread adjustable bracelet,7.0,10.0,bracelet
1310,lc lauren conrad stud ... earrings,7.0,10.0,earring
1311,loli bijoux breast cancer ... awareness pink beaded tassel stretch bracelet set,34.5,46.0,bracelet
1312,1928 flower & simulated ... crystal oval pendant necklace,33.75,45.0,necklace
1313,1928 blue oval halo multi ... strand necklace,33.75,45.0,necklace
1314,lc lauren conrad silver tone ... simulated crystal teardrop earrings,8.4,12.0,earring
1315,lc lauren conrad cluster stud ... earrings,8.4,12.0,earring
1316,lc lauren conrad glittery disc ... nickel free hoop earrings,8.4,12.0,earring
1317,lc lauren conrad simulated ... crystal teardrop earrings,8.4,12.0,earring
1318,lc lauren conrad gold x cuff ... bracelet,11.2,16.0,bracelet
1319,lc lauren conrad marquise drop ... earrings,8.4,12.0,earring
1320,napier station necklace,16.8,28.0,necklace
1321,lc lauren conrad blue quartz ... stud earrings,8.4,12.0,earring
1322,simply vera vera wang ball ... stud earrings,8.4,14.0,earring
1323,dana buchman multi strand ... station necklace,16.8,24.0,necklace
1324,lc lauren conrad simulated ... crystal nickel free stick drop earrings,8.4,12.0,earring
1325,lc lauren conrad nickel free ... knife edge hoop earrings,8.4,12.0,earring
1326,lc lauren conrad nickel free ... gold tone double hoop earrings,8.4,12.0,earring
1327,lc lauren conrad nickel free ... rose gold twisted hoop earring,8.4,12.0,earring
1328,lc lauren conrad textured midi ... ring,8.4,12.0,ring
1329,lc lauren conrad giraffe ... adjustable bracelet,8.4,12.0,bracelet
1330,lc lauren conrad rose gold ... tone bird ring,8.4,12.0,ring
1331,napier simulated pearl & ... fireball station necklace,16.8,28.0,earring
1332,dana buchman simulated crystal ... textured threader earrings,11.2,16.0,earring
1333,napier textured oval link ... pendant necklace,16.8,28.0,necklace
1334,napier small silver tone ... layered double hoop earrings,8.4,14.0,earring
1335,lc lauren conrad turtle ... adjustable bracelet,8.4,12.0,bracelet
1336,dana buchman mesh interlocked ... circle pendant necklace,16.8,24.0,necklace
1337,napier textured hoop earrings,8.4,14.0,earring
1338,simply vera vera wang jet ball ... stud earrings,8.4,14.0,earring
1339,dana buchman silver tone small ... ribbed hoop earrings,11.2,16.0,earring
1340,napier teardrop y necklace & ... halo stud earring set,16.8,28.0,earring
1341,hammered disc drop earrings,8.4,14.0,earring
1342,simply vera vera wang ... simulated crystal inside out hoop earrings,16.8,28.0,earring
1343,simply vera vera wang beaded ... tassel earrings,16.8,28.0,earring
1344,napier knot earrings,8.4,14.0,earring
1345,jennifer lopez glittery nickel ... free hoop earrings,16.8,24.0,earring
1346,dana buchman gold tone ... elongated hoop earrings,11.2,16.0,earring
1347,lc lauren conrad silver tone ... filigree linear drop nickel free earrings,8.4,12.0,earring
1348,napier cubic zirconia bow stud ... earrings,8.4,14.0,earring
1349,dana buchman openwork lattice ... button stud clip-on earrings,11.2,16.0,earring
1350,dana buchman j hoop clip on ... earrings,11.2,16.0,earring
1351,lc lauren conrad airplane ... pendant necklace,8.4,12.0,necklace
1352,lc lauren conrad pave bar ... necklace,8.4,12.0,necklace
1353,jennifer lopez textured hoop ... earring set,16.8,24.0,earring
1354,napier cluster ball stretch ... bracelet,16.8,28.0,bracelet
1355,jennifer lopez square halo ... nickel free threader earrings,11.2,16.0,earring
1356,lc lauren conrad shooting star ... bar necklace,8.4,12.0,necklace
1357,jennifer lopez simulated stone ... square button stud nickel free earrings,11.2,16.0,earring
1358,jennifer lopez double row hoop ... earrings,16.8,24.0,earring
1359,multi colored simulated ... crystal cluster stud earrings,8.4,14.0,earring
1360,napier button stud earrings,8.4,14.0,earring
1361,napier red simulated crystal ... stretch bracelet,16.8,28.0,bracelet
1362,lc lauren conrad silver hoop ... drop earrings,8.4,12.0,earring
1363,simply vera vera wang black ... circle drop earrings,8.4,14.0,earring
1364,simulated crystal ball hoop ... earrings,11.0,22.0,earring
1365,simulated crystal stretch ... bracelet,11.0,22.0,bracelet
1366,1928 crystal cross hoop drop ... earrings,16.5,22.0,earring
1367,1928 silver tone crystal & ... simulated pearl drop earrings,16.5,22.0,earring
1368,1928 floral drop earrings,16.5,22.0,earring
1369,red rhinestone frontal hoop ... drop earrings,10.99,22.0,earring
1370,acetate & simulated crystal ... hoop teardrop earrings,10.99,22.0,earring
1371,simulated crystal starburst ... statement drop earrings,10.99,22.0,earring
1372,red bead & christmas charm ... stretch bracelet set,8.1,18.0,bracelet
1373,cuff bracelet,10.8,18.0,bracelet
1374,simply vera vera wang tiered ... nickel free triple hoop earrings,10.8,18.0,earring
1375,rubber earring backing set,5.4,6.0,earring
1376,napier flat tube oval hoop ... earrings,10.8,18.0,earring
1377,simply vera vera wang marquise ... ear climbers,10.8,18.0,earring
1378,napier stud earring set,10.8,18.0,earring
1379,multi colored bell cluster ... chain necklace,10.8,24.0,necklace
1380,napier gold tone wrapped hoop ... earrings,10.8,18.0,earring
1381,napier textured infinity twist ... drop earrings,10.8,18.0,earring
1382,mudd® gold-tone glass beaded ... long necklace,10.8,18.0,necklace
1383,rose gold tone simulated stone ... & faux opal ring,10.8,18.0,ring
1384,napier chain drop earrings,10.8,18.0,earring
1385,simply vera vera wang green ... simulated crystal circle drop earrings,10.8,18.0,earring
1386,silver tone cubic zirconia ... petite band ring,10.8,18.0,ring
